title,genres,image,description,youtube_url,published_year,actors,director
ปอบผีฟ้า,"คลาสสิค, สยองขวัญ",,จากอดีตอันยิ่งใหญ่ พลิกฟื้นขึ้นมาอย่างเกรียงไกรอีกครั้ง ด้วยทุนสร้างไม่อั้น เทคนิคล้ำยุค ทั้งสนุกและตื่นเต้น,wXrz0YO_6lo,,,
สิงห์เดี่ยวดงนักเลง ,"คลาสสิค, อาชญากรรม",,ยิ่งกว่าคำสั่งเสือ เหนือกว่านักเลงจริง คือ สิงห์เดี่ยว,J5c6tChgaXQ,,,
พิศวาสซาตาน,"คลาสสิค, ดราม่า",,นักโทษประหาร (พิศาล) หนีตายหัวซุกหัวซุนเข้าไปในเหมืองเล็กๆ ห่างไกลผู้คน เหมืองนั้นมีเจ้าของเป็นคุณมาธา (เพ็ญพักตร์) ,xIHKkJTYvMI,,,
ลำหักลำโค่น,"คลาสสิค, ดราม่า, กีฬา",,ธาตุแท้ของนักมวย หยิ่งในศักดิ์ศรี บนสังเวียน เขาใช้แม่ไม้มวยไทยครบสูตรแต่นอกสังเวียน เขาต้องเดิมพันด้วยชีวิต,f5G9BxfIvxM,,,
โลงแตก,"คลาสสิค, สยองขวัญ",,,nSQCevUUv34,,,
ไอ้หนุ่มรถไถ,"คลาสสิค, ดราม่า, โรแมนติก",,ครั้งหนึ่งท่านเคยสนุกกับ...เพลงรักบ้านนา...มนต์รักอสูร......เคหาสน์สีแดง...เชลยศักดิ์...,ONY3NduCXaw,,,
วายร้าย 4 คิงส์,"คลาสสิค, อาชญากรรม",,จากพฤติการณ์แก๊งค์สี่คิงส์ฮ่องกง สร้างคดีอุกฉกรรจ์ทั่วเอเชีย เรียกค่าไถ่ ปล้นร้านเพชรทอง และปล้นตัวประกัน หนีศาลอย่างอุกอาจ จนเป็นข่าวใหญ่ สั่นขวัญไปทุกมุมโลก!,ECSKXjj2moY,,,
สวยแต่ซน,"คลาสสิค, ดราม่า, คอมเมดี้",,,6spckZn4evk,,,
เพชรตาแมว,"คลาสสิค, โรแมนติก, สยองขวัญ",,ภาพยนตร์รัก สยองขวัญ จากแรงอาถรรพ์ของ แมวตาเพชร,XCe4ooJN5SY,,,
ผานรก,"คลาสสิค, แฟนตาซี, แอ็คชั่น",,,gGA5bgPyjEg,,,
นางโจร,"คลาสสิค, ดราม่า, อาชญากรรม",,เธอคือเด็กสาวชาวบ้านที่อ่อนหวานน่ารัก แต่ดวงชะตาเล่นตลกผกผัน ให้เธอต้องเดินไปบนหนทางโจร,9dk7jxDsrV0,,,
พี่นักร้องน้องนักเลง,"คลาสสิค, อาชญากรรม",,,IXFK07gUS98,,,
นักเลงเทวดา,"คลาสสิค, แอ็คชั่น, โรแมนติก",,ภาพยนตร์บู๊ รัก ตื่นเต้น สนุกเด็ดขาด,HloEXih6CkE,,,
อาถรรพณ์วิญญาณสาว,"คลาสสิค, สยองขวัญ",,"""อาถรรพ์วิญญาณสาว"" เธอถูกฆ่าอย่างโหดเหี้ยม ไร้ซึ่งความยุติธรรม แค้นนี้..ต้องทวงคืน
",2q3lawm8pEM,,,
ไอ้ผาง รฟท,คลาสสิค,,,fkAOf2m-dq0,,,
มนต์รักลำน้ำชี,"คลาสสิค, โรแมนติก",,ภาพยนตร์หลากหลายอารมณ์ บรรจงเติมแต่งสีสัน ให้เป็นหนังเพลงแห่งความรัก ที่กู่ร้องเพรียกหา จากยอดดอยสูง เขาพระวิหาร ไหกหลากลงสู่สายน้ำลำชี สายเลือดที่หล่อเลี้ยงชนชาวที่ราบสูงมาชั่วนาตาปี ยืนคู่พยานรัก นิรันดร์กาล มนต์รักลำน้ำชี,I5YWxvjBVog,,,
เปิดโลกมหาสนุก,"คลาสสิค, กีฬา, ดราม่า",,"""อัครพล"" นักแข่งรถมือดี ถูกเพื่อนร่วมอาชีพวางยาในสนามแข่งขัน ทำให้ประสบอุบัติเหตุขาหัก แถมถูกไล่ออกจากงานพร้อมลูกน้องแก็งค์คนแคระ ทำให้ลูกน้องต้องเร่ร่อนไปทำงานจับสุนัขจรจัด แล้วไปจับสุนัขของเจ้าของอู่รถ ""คุณโสรยา"" ด้วยเหตุนี้ อาจทำให้อัครพลมีโอกาสกลับมาลงสนามแข่งอีกครั้ง เพื่อกู้ศักดิ์ศรี",YvuV18KwKPE,,,
เหยื่อทรชน,"คลาสสิค, อาชญากรรม",,หนังสะท้อนเรื่องราวสังคม เกี่ยวกับยาเสพติด และภัยคุกคามทางเพศ เมื่อโจรอำมหิต 2 คนหนีออกจากคุก มาหลบซ่อนตัว และมีวัยรุ่นมาหาซื้อกัญชาไปลองเสพสำหรับงานปาร์ตี้ ทำให้โจรจับตัวคนทั้ง 2 เพื่อเรียกค่าไถ่,V-tgPC5IHpY,,,
บัวตูมบัวบาน,"คลาสสิค, โรแมนติก",,สองแฝดสาวสุดน่ารัก วุ่นวายสุดตาลปัตรได้ใน “บัวตูมบัวบาน”,jdj3Y0SD2zQ,,,
ล็อตเตอรี่,"คลาสสิค, ดราม่า, อาชญากรรม",,"เรื่องราววุ่นๆ เกิดขึ้นเมื่อ ""ผู้ใหญ่ดี"" ผู้ชื่นชอบการเสี่ยงโชคซื้อล็อตเตอรี่ทุกงวด วันนึงโชคก็เข้าข้าง ผู้ใหญ่ดีถูกรางวัลที่ 1 มูลค่า 3 ล้านบาท ระหว่างเดินทางไปขึ้นเงินที่กองสลากผู้ใหญ่ดีและลูกสาวเกิดพลั้งปากพูดให้สิบแปดมงกุฎอย่าง ""ไอ้ทิด"" ได้ยิน ",So-EjwuHW1o,,,
นางฟ้าท่าเรือ,"คลาสสิค, อาชญากรรม",,ผลงานแจ้งเกิดของ ดวงชีวัน โกมลเสน เล่าเรื่องราวของ นางฟ้า หรือ บุหลัน หัวหน้าแก๊งค้าเฮโรอีนข้ามชาติที่ต้องการใช้ท่าเรือคลองเตยเป็นที่ลำเลียงสินค้า โดยได้ เสือ พันพยัคฆ์ ตำรวจที่ปลอมตัวเป็นเจ้าพ่อท่าเรือเป็นผู้คุ้มกัน ขณะที่เธอเองก็ปลอมตัวมาเป็นแม่เล้าท่าเรือ แต่เกิดไปแอบหลงรัก เสือ เข้าโดยไม่รู้ตัว ,gBVxrKMqoGg,,,
ไอ้คุณเฉิ่ม,"คลาสสิค, อาชญากรรม, คอมเมดี้",,นายชอบ ขยันขัด (กรุง) ช่างขัดรองเท้า กับนายดับ อารมณ์เสีย (สรพงษ์) คนตาบอดขายหมากฝรั่งและขอทาน(สายัณห์) 3 เกลอที่โชคชะตาช่างเล่นตลก เมื่อนายชอบเดินไปด่อมๆ มองๆสมัครงาน คนร้ายกลับคิดว่าเป็นนายไพฑูรย์ (เจ้าของบริษัท) จึงถูกลักพาตัวไป ,VRB-XeGBcis,,,
123 ด่วนมหาภัย,"คลาสสิค, อาชญากรรม",,การเดินทางด้วยรถบัสข้ามจังหวัดที่มีผู้โดยสารร่วมสิบกว่าคน ล้วนตกอยู่ในอันตราย เมื่อระหว่างทางเกิดมีกลุ่มผู้ก่อการร้ายบุกขึ้นยึดรถโดยสาร และจับทุกคนเป็นตัวประกันนำไปยังค่ายของพวกมัน ไม่ช้า กลุ่มคนที่เคยทะเลาะเบาะแว้งก็ต้องเลือกว่า จะร่วมมือกันฝ่าค่ายนรกนี้ออกไปด้วยรถบัสคันนี้ หรือจะยอมตกเป็นจำเลยต่อไปโดยทิ้งชีวิตไว้กับพวกผู้ก่อการร้าย..,Iihf7Z7tL6E,,,
พันธุ์แม่เบี้ย,"คลาสสิค, สยองขวัญ",,,uLzxpYCFQUs,,,
เสียงแคนดอกคูณ,"คลาสสิค, โรแมนติก, ดราม่า",,"วงหมอลำศิริพร หยุดพักวงช่วงฤดูฝน เพื่อให้ลูกวงได้กลับบ้าน หมอแคนบิณฑ์ (บิณฑ์) ได้ขอติดมาเที่ยวที่บ้านศิริพร และเกิดไปถูกใจดอกคูณ (ธิดา) แต่ลุงแนบ (พ่อดอกคูน) ห่วงลูกสาวมาก แต่ดอกคูนไม่ค่อยถูกชะตาหมอบิณฑ์ ระหว่างนั้นผู้ใหญ่บ้านวิฑูรย์ ได้ของบจากจังหวัดจัดงานประกวดหมอแคน เพื่อส่งเสริมวัฒนธรรมของจังหวัดอุบลราชธานี 
",fcgsLkgNXGU,,,
พิษพยาบาท,"คลาสสิค, ดราม่า",,หมวดทิศากับหมวดดนัยเดินทางไปเที่ยวทางเหนือ หมวดทิศาพบสาวกะเหรี่ยงแสนสวยพอเจ จึงตกหลุมรัก และอยากสู่ขอตามประเพณี แต่คุณนายผอบแม่ของหมวดทิศาได้หมั้นหมายหญิงให้ลูกชายไว้แล้ว ทำให้พอเจมาอยู่ในฐานะเมียน้อยของหมวดทิศา และคุณนายผอบรวมหัวกับจันทร์แตง(เมียหลวง) หาวิธีกลั่นแกล้งพอเจ ทำให้พอเจต้องกลับไปที่เผ่ากะเหรี่ยงพร้อมลูกน้อยในครรภ์ และเสียชีวิตขณะคลอดลูก ลูกสาวพอเจชื่อเข้ยาวะ(นัยนา) ถูกเลี้ยงดูโดยลุงซอเดวีซึ่งดูแลอย่างดียิ่งกว่าลูกในไส้ ส่วนหมวดดนัยมีลูกชายชื่อว่าศิลา(สมบัติ) แต่เมียหนีตามชู้ไป แล้วตัวเองก็ป่วยหนัก จึงยกศิลาให้เป็นลูกหมวดทิศา ซึ่งลุงซอเดวีไม่อยากให้เข้ยาวะได้พบหน้าศิลา เพราะกลัวจะซ้ำรอยอดีตเหมือนแม่พอเจ  ,d-aV3WARsys,,,
ตาลเดี่ยว,"คลาสสิค, โรแมนติก, ดราม่า",,"รำเพย(สมจิตร)อาศัยอยู่กับเดี่ยว(สมบัติ)ซึ่งเป็นลูกชาย เดี่ยวกับโขด(รุจน์) เป็นลูกจ้างขึ้นต้นตาลของกำนันเพชร(ทัต)ที่มีลูกสาวคือ ลูกตาล(อรัญญา) กำนันเพชรหวงลูกสาวมาก แต่ลูกตาลกับเดี่ยวรักกัน โดยไม่ได้สนใจเรื่องศักดิ์หรือฐานะใดๆ ทั้งสองแอบหนีไปอยู่ด้วยกันจนมีพยานรักดวงใจชื่อ""ตาลเดี่ยว"" แต่กำนันเพชรมีหรือจะยอม โปรดติดตามชม...",nPeLACvLVaY,,,
เงิน เงิน เงิน,คลาสสิค,,"ภาพยนตร์ที่สร้างโดยพระเจ้าวรวงศ์เธอพระองค์เจ้าอนุสรมงคลการ หรือ “เสด็จพระองค์ชายเล็ก” ของวงการหนังไทยในยุคนั้น นำแสดงโดย มิตร ชัยบัญชา และเพชรา เชาวราษฏร์คู่พระนางยอดนิยมสูงสุดในประวัติศาสตร์ภาพยนตร์ไทย และผู้แสดงประกอบเกือบทั้งวงการภาพยนตร์ไทยในขณะนั้น ด้วยการรวมเหล่าดารานักแสดงไว้มากมาย ถึง 60 กว่าคน ใช้คำโฆษณาว่า ""เพลงพราว ดาวพรู ดูเพลิน"" และยังมี 14 เพลงไพเราะจาก 15 ยอดนักเพลง ",oIyMIRt4cPg,,,
ทอล์คโชว์ โย่ง เชิญยิ้ม,"คลาสสิค, คอมเมดี้",,,KjVwHLd_cbY,,,
เพื่อแผ่นดินไทย,"คลาสสิค, สงคราม",,"""เพื่อแผ่นดินไทย"" หนังไทยในตำนาน  ปี 2528",Z3kqJNr1pIY,,,
ปลัดเพชรบ่อพลอย,"คลาสสิค, แอ็คชั่น",,,SlLe4pxB2VQ,,,
ชุมแพ,คลาสสิค,,,yy4AFA_3YK0,,,
ผีหัวขาด,"คลาสสิค, สยองขวัญ",,ผีหัวขาด ปี 2523 สรพงศ์-วาสนา,UMy5Ux-9C5A,,,
เจนนี่ กลางวันครับ กลางคืนค่ะ,"วัยรุ่น, คอมเมดี้",,วัยรุ่นยุค 90 แอดขอเสียงโหน๊ยยย!!กับหนัง เจนนี่ กลางวันครับ กลางคืนค่,7IM8mAIvGnE,,,
เก้าพระคุ้มครอง,"ผจญภัย, วัยรุ่น",,ค่ำคืนก่อนวันเริ่มต้นทำงาน เราก็มาหาอะไรเบิกบานใจกันหน่อยเนาะกับ “9พระคุ้มครอง” หนังแนวผจญภัยของเด็กๆที่คุณจะได้เห็นภาพสมัยละอ่อนน่ารักของ “อนัน อันวา” ,Q5ZtR10qXKA,,,
พันธุ์ร็อกหน้าย่น,"ดนตรี, คอมเมดี้",,Rock neve dai คำนี้ยังคงอมตะเสมอ โดยเฉพาะเมื่อคุณได้ชมหนังเรื่อง พันธุ์ร็อกหน้าย่น,t5Xgv2QPlIg,,,
สามชุก,"ดราม่า, วัยรุ่น",,"""สามชุก"" ภาพยนตร์ไทยกำกับโดย ธนิตย์ จิตนุกูล ที่สร้างมาจากเหตุการณ์จริงที่เกิด  เมื่อปี พ.ศ. 2536",nJgoFNfGf1c,,,
เพราะรักครับผม,โรแมนติก,,เพราะรักครับผม หนังรัก..ที่แอดขอบอกค่ะว่าโดนใจมาก หนังฉายในช่วงที่ วงไอน้ำ ฮอตสุดๆฉะนั้นใครที่คิดถึงหนุ่มเสียงดีวงนี้เจอกันแน่นอนคร้าา ส่วนความสนุกมากน้อยระดับไหนแอดขอให้คุณๆให้คะแนนกันเองนะคะ,u9LBuQ3JkJc,,,
โลกทั้งใบให้นายคนเดียว,โรแมนติก,,,RXVoNi-aMy8,,,
แตก 4 รัก โลภ โกรธ เลว ,"แอ็คชั่น, ดราม่า",,"“แตก 4 รัก โลภ โกรธ เลว” คือหนังดราม่าแอคชั่นที่ถือว่าสุดจริงๆ แค่เห็นหน้านักแสดงก็ต้องยกนิ้วให้แล้ว ไม่ว่าจะเป็น เต๋า สมชาย,หนุ่ม ศรราม, ปราโมทย์ และ นุ๊ก สุทธิดา นางเอกดังแห่งยุค",fj04axofonQ,,,
ทหารอากาศขาดรัก,"คลาสสิค, โรแมนติก, ดราม่า",,“มองส่งสายตามองหาสาวใดจะมีบ้างไหม? ใครหนอมีใจรักไม่สูญสิ้น  ,XSjNrZA7oNQ,,,
โกยมหาสนุก,"คลาสสิค, คอมเมดี้",,วีระศักดิ์ (กำนันนั้ม) จุลนิพิฐวงษ์ ทุ่มทุนสร้าง ขอเสนอภาพยนตร์สนุกสนาน...เฮฮา...น่ารัก โกยมหาสนุก,uptJfIxWGvw,,,
วิวาห์จำแลง,"คลาสสิค, ดราม่า",,ชายหนุ่มรักเดียวใจเดียวคบหาอยู่กับเนียรวิภา(สินจัย)แต่เพราะชาลี(พิศาล)มอมเหล้าเนียรวิภาแล้วปลุกปล้ำ ก็เลยทำให้เนียรวิภาต้องไปแต่งงานอยู่กินกับชาลีมีลูกสาวด้วยกันคนนึง ชาลีเป็นเจ้าของฟาร์มม้าติดกับฟาร์มวัวของขมา ส่วนลดายุเป็นหลานขมา แต่นับญาติแล้วห่างกันมาก แม่ของขมาก็ค่อนข้างเชียร์ลดายุให้กับขมา และตัวลดายุก็แอบชอบขมาเหมือนกัน ส่วนชาลีเองก็ไม่ได้รักเนียรวิภาเลย แค่อยากเอาชนะขมา อยากแย่งทุกสิ่งทุกอย่างของขมา เรื่องราวของทั้ง 4 คนจะลงเอยอย่างไร?,PbHI77ruHjE,,,
รุ้งเพชร,"คลาสสิค, คอมเมดี้, โรแมนติก",,หนังเรื่องแรกของสมบัติ เมทะนี กมลศิลปภาพยนตร์เป็นบริษัทสร้างหนังไทยที่โด่งดังในยุคนั้นของ รัตนาภรณ์ อินทรกำแหง นางเอกตุ๊กตาทองชื่อดังแห่งยุค,8RCctx9OK8U,,,
ทรามวัยใจเด็ด,"คลาสสิค, คอมเมดี้",,"ตรีบุบผาฟิล์ม เปิดศักราชฮาต้อนรับปีใหม่ 2521 สดๆร้อนๆจาก เทพบุตรต๊ะติ๊งโหน่ง สมพงษ์ ตรีบุบผา เศรษฐีอารมณ์ขัน  เสนอ  ฮาเหนือฮา ใน ""ทรามวัยใจเด็ด""",L3B5vdo7ZVc,,,
พ่อปลาไหล แม่พังพอน,"คลาสสิค, ดราม่า",,วีระศักดิ์ (กำนันนั้ม) จุลนิพิฐวงษ์  สร้างรื่นเริงสุขสำราญ เหมือนดอกไม้บานยามเช้า,5sWRXiC5o2Q,,,
เจ้าสาวมะลิซ้อน,"คลาสสิค, คอมเมดี้",,เจ้าสาวมะลิซ้อน หนังฮาวุ่นวาย ที่จะทำให้หัวใจคุณชุ่มฉ่ำ เรื่องนี้พี่ตา ปัญญา นิรันดร์กุล เล่นเป็นหนึ่งในพระเอกด้วย,oRF7hf1QIiQ,,,
หล่อลากดิน,"คลาสสิค, โรแมนติก",,ความรักที่อลวน อลเวงที่สุด เมื่อกามเทพเจ้าชู้เสียเอง เรื่องก็ยุ่ง 4 คู่จู๋จี๋ 4 เพลงใส่ไป,OXqQ3-MlLVE,,,
วิวาห์พาฝัน,"คลาสสิค, โรแมนติก",,เอสกรุ๊พ  เสนอ ความรักของหนุ่มสาว ที่มีทั้งความหวานและไฟร้อน คลุกเคล้าดังตำนานรักของอาดัมกับอีฟ,pH-wZFoDpD8,,,
หม่ำ On Stage,คอมเมดี้,,,MfBlvTmLNS4,,,
โปลิศจับขโมย,"คลาสสิค, อาชญากรรม",,เสือเฉาะ โจรหนุ่มชื่อกระฉ่อน หลังจากออกจากคุก มีพรรคพวกแก๊งต่างๆ อยากได้ไปร่วมงาน แต่เสือเฉาะเลือกงานปล้นเพชรร่วมกับอดีตคนรักเก่า แผนซ้อนแผน จะทำให้เสือเฉาะได้เพชรที่ปล้นหรือถูกตำรวจจับกุม...,rs_wUOIDTX8,,,
นักเลงสามสลึง,"คลาสสิค, แอ็คชั่น",,ใหญ่เหนือชั้น...มันส์เหลือเชื่อ..! ฝีมือเท่านั้นประกันคุณภาพ ผลงานระดับมาตรฐานโลก ยิ่งใหญ่ที่สุดในชีวิตการสร้างและกำกับฯของ...”พิชัย น้อยรอด”,SiEv4TkSSBk,,,
กุ๊กมือเก่า,"คลาสสิค, อาหาร, คอมเมดี้",,ตรีบุบผาฟิล์ม  เสนอ เมนูจี้เส้นตำรับใหม่ที่จะให้คุณหัวเราะกันเต็มจอ  หัวร่อกันเต็มอิ่ม ยิ้มกันเต็มที่ กุ๊กมือเก่า,dD8Ia0gMh2I,,,
สามคนผัวเมีย,"คลาสสิค, ดราม่า",,ฉันรู้ว่าเธอทั้งสองรักฉัน แต่จะเป็นไปได้หรือ ที่เราทั้งสามจะอยู่ร่วมกัน,BcDd0qUHPLQ,,,
กิเลสสีม่วง,"คลาสสิค, อาชญากรรม",,ทราย เด็กสาวบ้านนอกหวังมาหางานทำในกรุงเทพ เพื่อนำเงินไปจุนเจือครอบครัว แต่กลับถูกหลอกมาขายมาเป็นโสเภณี แต่โชคยังดีมีนักเที่ยวเกิดชอบพอทรายและหวังช่วยอย่างจริงใจจึงสามารถหนีรอดพ้นจากเงื้อมมือพวกมันได้ โดยมีกลุ่มปกป้องสตรี รวมตัวกันเพื่อต่อต้านและช่วยเหลือผู้หญิงที่ตกเป็นเหยื่อเพื่อโค่นกลุ่มอิทธิพลอย่างลับๆ หนังเรื่องนี้สะท้อนปัญหาสังคม ที่หมักหมมมานาน ซึ่งยากต่อการเยียวยาแก้ไขอย่างมาก,vEwABLFllTg,,,
แม่นาค 30,"คลาสสิค, สยองขวัญ",,เรื่องราวอมตะของแม่นาค  ตอนใหม่เอี่ยม,HJjjnXBdGo0,,,
พรุ่งนี้รวย หวยเอาอยู่,คอมเมดี้,,,dSKuWe4ixEE,,,
รักข้ามรุ่น,"คลาสสิค, ดราม่า, โรแมนติก",,"""หนุงหนิง"" ลูกชายคนเล็กทายาทเจ้าของโรงแรม ซึ่งถูกแม่เลี้ยงดูอย่างกับไข่ในหิน แตกต่างจาก ณรินทร์ พี่ชายคนโต ที่พึ่งกลับมาจากต่างประเทศพร้อมกับคว้าสาวต่างชาติกลับมาเป็นสะใภ้ เมื่อกลับมาเมืองไทย ""ณรินทร์"" ไม่ค่อยมีเวลาให้ภรรยาจนทำให้หนุงหนิงเกิดความหวั่นไหวทุกครั้งที่ได้ใกล้ชิดกับพี่สะใภ้ แต่หนุงหนิงเองก็คบหาอยู่กับ ""สา"" เรื่องราวความรักทั้ง 4 คนจะลงเอยเช่นไร",5yzFUjl0FXc,,,
เปิดโลกวัยทะเล้น,"คลาสสิค, คอมเมดี้",,ภาพยนตร์สนุกสนาน..เฮฮา..น่ารัก…เปิดโลกวัยทะเล้น,WlkbCpJqj04,,,
มือผี,"คลาสสิค, สยองขวัญ",,ร่างของสาวสวย บุญเติม ได้หายไปอย่างไร้ร่องรอย ยากการแก่การติดตาม จนกระทั่งวันหนึ่งมีคนพบโครงกระดูกกับแหวนที่พี่สาวของเธอได้ให้ไว้เป็นของขวัญแต่งงาน เรื่องจึงแดง ทำให้พี่สาวโกรธแค้นอย่างมาก ขณะที่ร่างของบุญเติมก็ตามรังควานคนที่ทำร้ายเธอ โครงกระดูกที่เหลือเพียงมือ ยังคงตามติดหลอกหลอนคนที่ฆ่าเธอ แล้วใครคือฆาตกร? ,lSKDf4z4rBU,,,
ยุ่งนักรักซะเลย,"คลาสสิค, โรแมนติก",,"""ยุ่งนักรักซะเลย"" หนังรักวุ่นๆ พิสูจน์ความเป็นทายาทมหาเศรษฐี",Owu_StPih3Y,,,
เดือนเสี้ยว,"คลาสสิค, ดราม่า",,เดือนเสี้ยว (2528) หรือมีเพียงเดือนเสี้ยวที่สาดทอ มีบ้างไหมหนอ คืนสวยใสเดือนเต็มดวง ดาวล้อม โอบอ้อมใจ ณ หนใด จักฝืนฝ่า ชะตากรรม “ภาพยนตร์ที่มีทั้งคำถามและคำตอบให้กับสังคม”,qx5WGtoTAjo,,,
ประกาศิตหัวใจ,"คลาสสิค, ดราม่า",,"""พนม"" นายแพทย์หนุ่มพบประสบการณ์เลวร้ายที่ไม่อาจลืม เมื่อเขารักษาลูกสาวเต็มความสามารถ แต่ไม่อาจยื้อชีวิตลูกสาวไว้ได้ ภรรยาจึงไปเริ่มต้นชีวิตใหม่ ทำให้พนมหมดอาลัยตายอยาก และทิ้งวิชาชีพที่ตัวเองเรียน ไปรับจ้างทำไร่ที่ต่างจังหวัด พนมอาศัยอยู่กับนายจ้าง และเขาเอ็นดู ""ป้าน"" ลูกสาวนายจ้างวัยไล่เลี่ยกับลูกสาวเขา ป้านป่วยเป็นโรคเดียวกับลูกสาวพนม ทำให้พนมต้องกลับมาเป็นหมออีกครั้ง เพื่อรักษาป้านและลบความทรงจำอันเลวร้าย",GTvnKz6O0RE,,,
ไฟหนาว,"คลาสสิค, ดราม่า",,"เสนอ..ความสนุก..สะใจเมื่อถึงจุดเดือดที่ศูนย์องศา ความเร่าร้อน...ที่แฝงอยู่เบื้องหลังความหนาวเหน็บ
",Dpq59ZypTmY,,,
รักครั้งสุดท้าย,"คลาสสิค, โรแมนติก, ดราม่า",,"""ความรักครั้งสุดท้าย"" เรื่องราวชีวิตของคนสามคน..ที่โคจรมาพัวพันกันด้วยความรัก ระหว่าง รส แม่หม้ายสาวลูกติด, พัท หนุ่มรุ่นน้อง และ ชิดเชื้อ ศิลปินรุ่นพี่ เกิดเป็นความรักสามเส้าที่ยากจะถอดถอน..",cwIVsilbq1s,,,
เพลงสุดท้าย,"คลาสสิค, ดราม่า",,"เมื่อสาวประเภทสองคนหนึ่งที่ไม่เคยศรัทธาในความรัก และเชื่อว่า “ไม่มีรักแท้สำหรับเพศสีม่วง”วันนึง..มีคนทำลายเขื่อนสูงที่กั้นหัวใจของเธอไว้..ลงได้เธอทุ่มเทความรักให้เขาหมดทั้งหัวใจ สุดท้ายความรักที่เธอทุ่มเทไปก็ไม่เป็นอย่างที่หวัง..
",BxLIdqGzRrc,,,
กะโหลกบางตายช้า กะโหลกหนาตายก่อน,"คลาสสิค, อาชญากรรม",,ความลับที่ไม่อาจจะปิดมิดได้.. ก่อนที่ทั้งสามคนจะหักหลังและฆ่ากันเองในที่สุด,u0FOzjA3Bd0,,,
นะมะปะสุ,"คลาสสิค, แฟนตาซี, คอมเมดี้",,เรื่องราวสุดอลวนของเหล่าตัวละครในวรรณคดี ที่อยู่ในหนังสือ แต่ดันหลุดออกมาในโลกมนุษย์ปัจจุบัน,GVOdp9AniTM,,,
